    0    2    0    0
    1    0    2112    0.0140603    -0.0539269    1.21808    0    0    0    0.939565
    1    0    2212    0.0522407    -0.0793366    1.21649    0    0    0    0.938272
    1    2    0    0
    1    0    2112    0.0774191    -0.053024    1.2148    0    0    0    0.939565
    1    0    2212    -0.0333786    -0.0474204    1.21761    0    0    0    0.938272
    2    2    0    0
    1    0    2112    -0.0178357    -0.0035028    1.21933    0    0    0    0.939565
    1    0    2212    0.0840386    -0.0179482    1.21694    0    0    0    0.938272
    3    2    0    0
    1    0    2112    -0.035349    -0.0454701    1.21885    0    0    0    0.939565
    1    0    2212    0.00643923    0.0202416    1.2185    0    0    0    0.938272
    4    2    0    0
    1    0    2112    -3.87897e-05    -0.030105    1.21937    0    0    0    0.939565
    1    0    2212    0.00746805    -0.0622406    1.2179    0    0    0    0.938272
    5    2    0    0
    1    0    2112    0.0523455    -0.0211801    1.21822    0    0    0    0.939565
    1    0    2212    -0.025608    0.00138865    1.21902    0    0    0    0.938272
    6    2    0    0
    1    0    2112    -0.0557107    0.0582593    1.21583    0    0    0    0.939565
    1    0    2212    -0.0190276    -0.0302999    1.2194    0    0    0    0.938272
    7    2    0    0
    1    0    2112    0.0917185    0.0103004    1.21654    0    0    0    0.939565
    1    0    2212    -0.0406466    -0.0278361    1.21804    0    0    0    0.938272
    8    2    0    0
    1    0    2112    -0.0830475    -0.00726921    1.21764    0    0    0    0.939565
    1    0    2212    0.0811377    -0.0153373    1.21662    0    0    0    0.938272
    9    2    0    0
    1    0    2112    -0.0423869    0.0502583    1.2191    0    0    0    0.939565
    1    0    2212    -0.0206094    0.077348    1.21564    0    0    0    0.938272
    10    2    0    0
    1    0    2112    -0.0281491    0.0279484    1.21955    0    0    0    0.939565
    1    0    2212    -0.00613254    0.073729    1.21734    0    0    0    0.938272
    11    2    0    0
    1    0    2112    0.0618736    -0.0363448    1.21648    0    0    0    0.939565
    1    0    2212    0.0553864    0.0178226    1.21805    0    0    0    0.938272
    12    2    0    0
    1    0    2112    0.0712464    -0.0397738    1.21691    0    0    0    0.939565
    1    0    2212    -0.093435    -0.0229086    1.21612    0    0    0    0.938272
    13    2    0    0
    1    0    2112    0.00685868    -0.0905847    1.21724    0    0    0    0.939565
    1    0    2212    -0.0303792    0.0653168    1.21793    0    0    0    0.938272
    14    2    0    0
    1    0    2112    0.0764412    0.0538009    1.21655    0    0    0    0.939565
    1    0    2212    -0.051264    0.0230288    1.21714    0    0    0    0.938272
    15    2    0    0
    1    0    2112    -3.72639e-05    -0.0476017    1.21928    0    0    0    0.939565
    1    0    2212    0.0260558    -0.0778861    1.21597    0    0    0    0.938272
    16    2    0    0
    1    0    2112    0.0614394    0.00545836    1.2181    0    0    0    0.939565
    1    0    2212    0.0792797    0.054869    1.21556    0    0    0    0.938272
    17    2    0    0
    1    0    2112    0.000504562    -0.0764811    1.21602    0    0    0    0.939565
    1    0    2212    0.0395416    0.0541242    1.216    0    0    0    0.938272
    18    2    0    0
    1    0    2112    0.000528863    0.0414196    1.21893    0    0    0    0.939565
    1    0    2212    -0.0186068    0.0527042    1.21774    0    0    0    0.938272
    19    2    0    0
    1    0    2112    -0.0571942    0.0119845    1.21732    0    0    0    0.939565
    1    0    2212    0.0334065    0.0686777    1.21729    0    0    0    0.938272
    20    2    0    0
    1    0    2112    -0.0259398    -0.0189239    1.21822    0    0    0    0.939565
    1    0    2212    -0.0496285    -0.0460277    1.21707    0    0    0    0.938272
    21    2    0    0
    1    0    2112    0.017575    -0.0694662    1.21862    0    0    0    0.939565
    1    0    2212    0.0456122    0.0779039    1.21655    0    0    0    0.938272
    22    2    0    0
    1    0    2112    0.0509036    -0.040763    1.21683    0    0    0    0.939565
    1    0    2212    0.0321999    0.0489789    1.21846    0    0    0    0.938272
    23    2    0    0
